accession,sample-name,geo-loc-name,studies,biome
ERS3885937,GCE0731-FC3156,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885938,GCE0732-FC3156,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885939,GCE0733-FC3124,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885940,GCE0734-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885941,GCE0735-FC3124,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885942,GCE0736-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885943,GCE0737-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885944,GCE0738-FC3156,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885945,GCE0739-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885946,GCE0740-FC3156,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885947,GCE0741-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885948,GCE0742-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885949,GCE0743-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885950,GCE0744-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885951,GCE0745-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885952,GCE0746-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885953,GCE0747-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885954,GCE0748-FC3053,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885955,GCE0749-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885956,GCE0750-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885957,GCE0751-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885958,GCE0752-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885959,GCE0753-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885960,GCE0754-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885961,GCE0755-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885962,GCE0756-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885963,GCE0757-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885964,GCE0758-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885965,GCE0759-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885966,GCE0760-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885967,GCE0761-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885968,GCE0762-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885969,GCE0763-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885970,GCE0764-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885971,GCE0765-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885972,GCE0766-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885973,GCE0767-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885974,GCE0768-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885975,GCE0769-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885976,GCE0770-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885977,GCE0771-FC3166,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885978,GCE0772-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885979,GCE0773-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885980,GCE0774-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885981,GCE0775-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885982,GCE0776-FC3137,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885983,GCE0777-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885984,GCE0778-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885985,GCE0779-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885986,GCE0780-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885987,GCE0781-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885988,GCE0782-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885989,GCE0783-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885990,GCE0784-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885991,GCE0785-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885992,GCE0786-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885993,GCE0787-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885994,GCE0788-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885995,GCE0789-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885996,GCE0790-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885997,GCE0791-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885998,GCE0792-FC3137,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885999,GCE0793-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886000,GCE0794-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886001,GCE0795-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886002,GCE0796-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886003,GCE0797-FC3128,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886004,GCE0798-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886005,GCE0799-FC3132,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886006,GCE0800-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886007,GCE0801-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886008,GCE0802-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886009,GCE0803-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886010,GCE0804-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886011,GCE0805-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886012,GCE0806-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886013,GCE0807-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886014,GCE0808-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886015,GCE0809-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886016,GCE0810-FC3132,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886017,GCE0811-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886018,GCE0812-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886019,GCE0813-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886020,GCE0814-FC3185,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886021,GCE0815-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886022,GCE0816-PK0011,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886023,GCE0817-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886024,GCE0818-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886025,GCE0819-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886026,GCE0820-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886027,GCE0821-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886028,GCE0822-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886029,GCE0823-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886030,GCE0824-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886031,GCE0825-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886032,GCE0826-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886033,GCE0827-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886034,GCE0828-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886035,GCE0829-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886036,GCE0830-FC3189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886037,GCE0831-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886038,GCE0832-KENYA_POP_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886039,GCE0833-KENYA_POP_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886040,GCE0834-KENYA_POP_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886041,GCE0835-KENYA_30_SAMPLE_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886042,GCE0836-KENYA_30_SAMPLE_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886043,GCE0837-KENYA_30_SAMPLE_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886044,GCE0838-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886045,GCE0839-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886046,GCE0840-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886047,GCE0841-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886048,GCE0842-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886049,GCE0843-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886050,GCE0844-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886051,GCE0845-UK-176,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886052,GCE0846-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886053,GCE0847-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886054,GCE0848-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886055,GCE0849-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886056,GCE0850-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886057,GCE0851-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886058,GCE0852-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886059,GCE0853-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886060,GCE0854-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886061,GCE0855-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886062,GCE0856-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886063,GCE0857-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886064,GCE0858-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886065,GCE0859-UK-57,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886066,GCE0860-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886067,GCE0861-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886068,GCE0862-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886069,GCE0863-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886070,GCE0864-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886071,GCE0865-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886072,GCE0866-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886073,GCE0867-UK-75,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886074,GCE0868-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886075,GCE0869-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886076,GCE0870-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886077,GCE0871-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886078,GCE0872-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886079,GCE0873-UK-57,United Kingdom,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886080,GCE0874-UK-70,United Kingdom,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886081,GCE0875-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886082,GCE0876-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886083,GCE0877-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886084,GCE0878-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886085,GCE0879-UK-186,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886086,GCE0880-UK-196,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886087,GCE0881-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886088,GCE0882-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886089,GCE0883-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886090,GCE0884-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886091,GCE0885-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886092,GCE0886-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886093,GCE0887-UK-186,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886094,GCE0888-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886095,GCE0889-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886096,GCE0890-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886097,GCE0891-UK-62,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886098,GCE0892-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886099,GCE0893-UK-189,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886100,GCE0894-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886101,GCE0895-UK-8,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886102,GCE0896-UK-70,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3886103,GCE0897-UK-186,United Kingdom,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
